docid,author,shorttitle,enumcron,firstpub,genres,subjects,allcopiesofwork,tags
mdp.39015047837714,"Kohler, Sheila",Cracks,,1999,Fiction|Bildungsromane,Sexual behavior|Teenage girls|Fiction|South Africa|Boarding schools,1,Bildungsroman-Not-Novel
pst.000031216869,"Bova, Ben",Millenium : a novel about people and politics in the year 1999,,1976,Science fiction|Fiction|Political fiction|NotFiction,Fiction|Millennialism,3,SF B
mdp.39015073818554,"Zelazny, Roger",The chronicles of Amber,v.2,1972,Novel,"Amber (Imaginary place)|Fiction|Fantasy fiction, American",2,Subj: Fantasy
mdp.39015078793562,"Kristian, Giles",Raven : blood eye,,2009,Adventure fiction|Fiction|Historical fiction,"Fiction|Anglo-Saxon period, 449-1066|Vikings|History",1,Adventure
mdp.39015047840874,"De Luca, Erri",Sea of memory,,1999,Bildungsroman|Fiction,Fiction,1,randomB
uc1.32106019397071,,The future is queer,,2006,Short stories,21st century|Gays' writings|Short stories|Fiction|Literary collections|Homosexuality|Science fiction,1,"Short stories|Subj: SF, Other B"
mdp.49015000991225,"Lewis, C. S. (Clive Staples)",Boxen : the imaginary world of the young C.S. Lewis,,1985,Fiction,"Fantasy fiction, English|Short stories|Fiction|Animals|Children's writings|Children's writings, English|Fantasy",1,Subj: Fantasy
mdp.39015070265957,"Murray, W. H. H. (William Henry Harrison)","Daylight land; the experiences, incidents, and adventures, humorous and otherwise, which befel Judge John Doe, tourist, of San Francisco; Mr. Cephas Pepperell, capitalist of Boston; Colonel Goffe, the man from New Hampshire, and divers others, in their parlor-car excursion over prairie and mountain",,1888,Western stories|Fiction,Travelers|Fiction,2,Western
pst.000021912436,"Conklin, Groff",A treasury of science fiction,,1948,NotFiction,"Science fiction, American",1,"Subj: SF, American"
mdp.39015062420362,,More wandering stars : an anthology of Jewish fantasy and science fiction,,1981,Fiction,"Fiction|Jews|Jewish fiction|Jewish authors|Science fiction, American|Fantasy fiction, American",1,Subj: Fantasy
njp.32101068186012,,The Jewish fairy book,,1920,NotFiction,Jewish folk literature|Fairy tales,1,Subj: Fairy tales
loc.ark+=13960=t9474vt0j,"Nutting, Newton Wright",The history of one day out of seventeen thousand,,1889,,Hunting|Juvenile literature,3,Subj: Juvenile
pst.000020679804,,Isaac Asimov presents the great SF stories #22 (1959),,1991,NotFiction,"Science fiction, American|Science fiction, English",1,"Subj: SF, Other B"
mdp.39015059179419,,Scottish stories of fantasy & horror,,1988,Short stories,"Fantasy fiction, Scottish|English fiction|Fiction|Social life and customs|Scottish authors|Horror tales, Scottish",1,Subj: Horror B
inu.39000005889410,"Jeffrey, Adi-Kent Thomas",Across the land from ghost to ghost,,1975,NotFiction,"Ghost stories, American|United States|Ghosts",1,Subj: Horror
mdp.39015080831624,"Barclay, Alex",Blood runs cold,,2008,Suspense fiction|Fiction,United States|Murder|Investigation|Fiction|Officials and employees|Death|Federal Bureau of Investigation|Colorado|Kidnapping,1,Suspense
uc1.$b302550,"Armstrong, Harold",Turkey in travail; the birth of a new nation,,1925,NotFiction,"History|Prisoners and prisons, Turkish|World War, 1914-1918|1918-1960",1,Subj: History B
mdp.39015008802160,"Ellison, Harlan",The beast that shouted love at the heart of the world,,1984,Fiction,"Science fiction, American",1,"Subj: SF, American"
uiuo.ark+=13960=t4wh37d6f,"Wallace, Ellen",Margaret Capel,v.1,1846,,,3,randomA
nyp.33433076067226,"Grey, Zane",The light of western stars : a romance,,1914,Novel|Western stories|Love stories|Fiction|NotFiction,Women pioneers|Mexican-American Border Region|New Mexico|Cowboys|Fiction|History|Women ranchers|Outlaws,4,Western
mdp.39015062547206,"Bushnell, Candace",Lipstick jungle,,2005,Novel|Psychological fiction,Publishing|Periodicals|Fiction|Female friendship|Women motion picture producers and directors|Motion picture industry|Power (Social sciences)|Man-woman relationships|Women editors,1,Subj: Man-woman B
mdp.39015050134215,"Clarke, Arthur C.  (Arthur Charles)",The light of other days,,2000,NotFiction,"Science fiction, English",1,randomA
uc1.32106007385336,"Patrick, Vincent",The Pope of Greenwich Village,,1980,Fiction,,1,randomB
mdp.39015000548050,"Poe, Edgar Allan",Tales of the grotesque and arabesque. III: Tales of ratiocination. Tales of illusion,v.3,1903,Short stories|UnknownGenre|NotFiction,"Horror tales, English|American literature|Poetry|Horror tales, American|History and criticism",6,Subj: Horror
mdp.39015050323784,"Sharpe, Tom",Blott on the landscape,,1975,Humorous stories|Fiction|Satire|NotFiction,Great Britain|Environmental policy|Fiction|Gardeners|Legislators,2,Humor B
mdp.39015058137111,"Beye, Charles Rowan",Odysseus : a life,,2004,Fiction|Historical fiction|Fantasy fiction,Odysseus (Greek mythology)|Trojan War|Fiction,1,Fantasy
mdp.39015008865613,"Bates, H. E. (Herbert Ernest)",The darling buds of May,,1958,Domestic fiction|Fiction|Humorous stories,"Larkin, Pop (Fictitious character)|Larkin family (Fictitious characters)|Family|England|Fiction|Country life",2,Humor
mdp.39015012272715,"Magidoff, Robert","Russian science fiction, 1969; an anthology",,1969,Fiction,"Science fiction, Russian|Translations into English",1,"Subj: SF, Other B"
mdp.39015082657167,"Card, Orson Scott",Ender in exile,,2008,"Fiction|Science fiction, American|Science fiction","Space flight|(Fictitious character)|Fiction|Brothers and sisters|Children and war|Space colonies|Gifted children|Telepathy|Wiggin, Ender",1,SF B
inu.30000039220722,"Montell, William Lynwood",Kentucky ghosts,,1993,NotFiction,Ghosts|Kentucky|Tales,1,Subj: Horror
mdp.39015022268869,"MacAvoy, R. A",King of the dead,,1991,Fiction|Fantastic fiction,,1,Fantasy B
pst.000004628545,"Jackson, Helen Hunt",d ser. A four-leaved clover. Farmer Bassett's romance. My tourmaline. Joe Hale's red stockings. Susan Lawton's escape,ser.2,1874,Short stories|Fiction|NotFiction,Fiction|Social life and customs|19th century,4,Short stories
mdp.39015063553484,"Grey, Zane",The border legion,,1916,"Western stories|Love stories, American|Novel|Love stories|Fiction",Kidnapping victims|Gold mines and mining|Fiction|Triangles (Interpersonal relations)|Outlaws,5,Love|Western
mdp.39015032596234,Qurratulʻain Ḥaidar,Fireflies in the mist : a novel,,1994,Fiction,,1,randomB
uc1.b3462609,"Davis, Christopher",Suicide note : a novel,,1977,Fiction,,1,randomB
inu.32000009107717,"Hughes, M. V. (Mary Vivian)",A London home in the nineties,,1937,NotFiction,,1,randomA
mdp.39015008451778,"Brooks, John",Hat,,1971,Fiction,,1,randomB
mdp.39015051309147,"Leone, Dan",The meaning of lunch : short stories,,2000,Short stories,,1,Short stories B
nyp.33433076083678,"Hains, T. Jenkins (Thornton Jenkins)","The voyage of the Arrow : to the China Seas ; its adventures and perils, including its capture by Sea Vultures from the Countess of Warwick, as set down by William Gore, Chief Mate",,1906,Sea stories|Fiction,Fiction|Conduct of life|Sailors|Social classes|Man-woman relationships,1,Subj: Man-woman-Not-Love
mdp.39015016883749,"White, T. H. (Terence Hanbury)","The maharajah, and other stories",,1981,Fiction,"Fantasy fiction, English",1,Subj: Fantasy B|Subj: Fantasy-Not-Subj: Horror
mdp.39015012414523,"McMurtry, Larry",Anything for Billy,H,1988,Fiction,the Kid|Fiction|Billy|Fiction|1848-|History,1,Subj: History B
inu.30000110628900,"Ṭāhir, Bahāʼ",Sunset oasis,,2009,Novel,"British occupation, 1882-1936|Fiction|History|Historical fiction",1,randomA
mdp.39015029076158,"König, Barbara",The beneficiary,,1993,Psychological fiction|Fiction,"Fiction|Midlife crisis|Sacrifice|Psychological aspects|World War, 1939-1945",1,Psychological B
mdp.39015070685311,"Watson, Mark",A light-hearted look at murder,,2007,Fiction,Fiction|Doppelgängers|Correspondence|Prisoners,1,randomB
pst.000020858407,"Undset, Sigrid",True and untrue : and other Norse tales,,1945,UnknownGenre|NotFiction,Fairy tales,2,Subj: Fairy tales B
osu.32435066351222,"Rutherford, Gay",It's spring again,,1951,Love stories|Fiction,,1,Love B
mdp.39015060875179,"Campbell, Bebe Moore",72 hour hold : a novel,,2004,Domestic fiction|Novel|Psychological fiction,Mothers and daughters|Fiction|Manic-depressive persons,1,Domestic
uc1.32106018754553,"See, Carolyn",There will never be another you : a novel,,2006,Domestic fiction|Psychological fiction|Fiction,Parent and adult child|Widows|Fiction|Crisis management|Problem families|Dermatologists|Volunteer workers in hospitals,2,Domestic
pst.000031216166,"Blish, James",The Star trek reader,,1976,NotFiction,"Science fiction, American",4,"Subj: SF, American B"
mdp.39015055857711,"McGarry, Jean",Dream date : stories,,2002,Fiction,Man-woman relationships|Fiction,1,Subj: Man-woman B
mdp.39015080545281,"Cūṇḍāvata, Lakshmī Kumārī",Love stories of Rajasthan,,2008,Short stories,"India|Rajasthan|Love stories, Indic|Cūṇḍāvata, Lakshmī Kumārī|Translations into English",1,Short stories
coo.31924000570493,"Gibbons, William Futhey",Those black diamond men : a tale of the Anthrax valley,,1977,Fiction,,2,randomA
uc1.32106016994326,"Kenan, Randall",A visitation of spirits : a novel,,2000,Domestic fiction|Fiction|Bildungsromans,Fiction|Gay youth|African American gays|African American families|African American teenagers|African Americans,1,randomA|Bildungsroman
uc1.$b288010,"Abell, Elizabeth",American accent; fourteen stories by authors associated with the Bread Loaf Writers' Conference,,1954,NotFiction,"Short stories, American",1,"Subj: Short stories, American B"
mdp.39015032405220,"Langley, Lee",Persistent rumours,,1994,Domestic fiction|Fiction,Scholars|Married people|Great Britain|Psychology|Fiction|Travel|Andaman Islands|Mothers and sons|British,1,Domestic
uiuo.ark+=13960=t09w14g77,"Austen, Jane",Northanger Abbey,v. 1,1818,NotFiction|Novel|Bibliographies|Fiction|Romantic suspense novels|Autobiography|UnknownGenre,"Ship captains|English literature|Fiction|Correspondence|19th century|Books and reading|Appreciation|Horror tales|Motherless families|England|Fiction|Social life and customs|Young women|1775-1817|Social life and customs|Austen, Jane|Rejection (Psychology)",21,Subj: Horror
mdp.39015059999527,,Ferry crossing : short stories from Goa,,1998,Fiction,"India|Fiction|Short stories, Indic (English)|Goa (State)",1,randomA
nyp.33433048832632,"Baum, L. Frank (Lyman Frank)",The magic of Oz : a faithful record of the remarkable adventures of Dorothy and Trot and the Wizard of Oz,,1919,Juvenile audience|Fiction,Fantasy,2,Subj: Fantasy B
mdp.39015082757652,"Bloxam, M. F",The night battles,,2008,Psychological fiction|Fiction|Occult fiction,Fiction|Women historians,1,Horror
mdp.39015063548104,"Crawford, F. Marion (Francis Marion)",Arethusa,,1907,Fiction,"Zeno, Carlo|Fiction|Fiction|Byzantine Empire|History|History|1334-1418|John V Palaeologus, 1341-1391",3,Subj: History B
uc1.32106015483495,"Brookner, Anita",Undue influence : a novel,,1999,Psychological fiction|Fiction,London|Bereavement|England|Fiction|Single women|Mothers and daughters|Man-woman relationships,1,Psychological B
mdp.39015046484278,"Chute, Carolyn",Snow man,,1999,Political fiction|Fiction|Erotic stories,"Construction workers|Legislators|Assassination|Boston|Fugitives from justice|United States|Right-wing extremists|Fiction|Accomplices|Government, Resistance to|Maine|Mothers and daughters|Feminists|Militia movements",1,Political|randomB
mdp.39015080861233,"Presten, M",Essie in progress : a novel,,2009,Fiction|Christian fiction,Marriage|Motherhood|Women|Fiction,1,Christian
mdp.39015077131574,"Braun, Jan Guenther",Somewhere else,,2008,Novel,Fiction|Lesbian teenagers|Canada|Mennonites,1,Novel-Not-Adventure
nyp.33433082284187,"Trowbridge, J. T. (John Townsend)",The pocket-rifle,,1881,Juvenile audience|NotFiction,,3,Juvenile
uc2.ark+=13960=t9s17v252,"Burnett, Frances (Hodgson)",Little Lord Fauntleroy,,1886,Juvenile audience|NotFiction|Fiction,"Children's stories, American|Conduct of life|Altruism|Families|Juvenile literature|Grandparent and child",11,Subj: Juvenile B
mdp.39015022268877,"Ryan, John Fergus",The little brothers of St. Mortimer,,1991,Fiction,,1,randomB
uc1.32106012260763,"Pincus, Elizabeth",The two-bit tango : a mystery,,1992,Fiction,Women detectives|Lesbians|Fiction|Private investigators|Detective and mystery stories,1,randomA
wu.89100339886,"Whitelock, William Wallace",The literary guillotine,,1903,Biography|NotFiction,"1864-1916|Anecdotes|Davis, Richard Harding|Literature|Humor",5,Subj: Humor
njp.32101063579542,"Valentine, W. (William)","Dr. Valentine's comic lectures, or, Morsels of mirth for the melancholy. : A certain cure for ""the blues,"" and all other serious complaints",,1880,NotFiction,American wit and humor,1,Subj: Humor
mdp.39015077605411,"Rice, David",The Pompeii syndrome,,2007,Suspense fiction|Fiction,Fiction|Nuclear terrorism,1,Suspense B
osu.32435066354010,"Brewer, Gil",Play it hard : a dramatic novel,,1960,Mystery fiction|Fiction,,1,Mystery B
mdp.39015041358154,"Dickey, Christopher",Innocent blood : a novel,,1997,Adventure stories|Fiction,Fiction|Terrorists,1,Adventure
mdp.39015037415034,"Mendelsohn, Jane",I was Amelia Earhart : a novel,,1996,Fiction|Biographical fiction,"1897-1937|Earhart, Amelia|Fiction",1,Biographical
nyp.33433081963096,"Whitney, A. D. T. (Adeline Dutton Train)",We girls: a home story,,1870,Fiction|NotFiction,,2,randomA
loc.ark+=13960=t9f47z92x,"Hunter, John Warren",Heel-fly time in Texas,,1910,,"History|Texas|Civil War, 1861-1865",1,Subj: History
mdp.39015053773977,"Updike, John",The complete Henry Bech : twenty stories,,2001,Jewish fiction|NotFiction|Bibliographies,"Bech, Henry (Fictitious character)|Fiction|Jewish authors|Humorous stories, American",1,Subj: Humor B
mdp.39015060855569,,The garden of reading : an anthology of twentieth-century short fiction about gardens and gardeners,,2005,Short stories,"English fiction|American fiction|Gardeners|Fiction|Short stories, English|Gardening|Gardens|Short stories, American|20th century",1,"Subj: Short stories, American B"
mdp.39015013234508,"Reed, Ishmael",The last days of Louisiana Red,,1974,Novel|Mystery fiction|Satire|NotFiction,Vodou|Berkeley|Fiction|Baboons|California|Private investigators|Cooking (Okra),2,Novel|Mystery
mdp.39015058207500,"Hamilton, Laurell K",Seduced by moonlight,,2004,Novel|Bibliographies|Occult fiction|Mystery fiction,Fairies|Women private investigators|Fiction|Paranormal fiction,1,Horror
osu.32435017894197,"Davis, Frederick C. (Frederick Clyde)",Lilies in her garden grew,,1951,Fiction,,1,randomA
pst.000012336043,,Character stories by Australians,v.1,1986,NotFiction,"Short stories, Australian",1,"Subj: Short stories, Other B"
mdp.39015059552011,"Guitard, S. James","Mocha love : a novel of passion, honesty, deceit, and power",,2004,Love stories|Fiction|Christian fiction,Fiction|African American men,1,Christian
inu.30000026281844,,Short fiction of Sarah Orne Jewett and Mary Wilkins Freeman : including The country of the pointed firs,,1987,Bibliographies|Fiction,"American fiction|Women authors|Women|New England|Fiction|Short stories, American|19th century",1,"Subj: Short stories, American B"
mdp.39015060373787,"Lewis, Tanya Marie",Misdemeanor,,2002,Fiction|Christian fiction,,1,Christian-Not-Fantasy
mdp.39015063080595,"Bernal, J. D (John Desmond)",Science for peace and socialism,,1949,NotFiction,Science|Economic policy|Socialism,1,randomA
mdp.39015050174583,Colette,Short novels of Colette,,1951,Short stories,,2,Short stories B
njp.32101067641959,"Avery, Samuel Putnam","The harp of a thousand strings, or, Laughter for a lifetime",,1858,Fiction,Caricatures and cartoons|American wit and humor|19th century,1,Subj: Humor
mdp.39015073668769,"Banks, Iain",Matter,,2008,Novel|Science fiction,Space colonies|Fiction,1,SF
mdp.39015033328629,"Imus, Don",God's other son : a novel,,1994,Humorous stories|Fiction,United States|Fiction|Evangelists,1,Humor B
mdp.39015078569947,"Greg, Percy","Across the zodiac: the story of a wrecked record, deciphered",v.2,1880,Fiction|UnknownGenre,"Utopias|Voyages, Imaginary|Interplanetary voyages, Imaginary|Science fiction, English",7,"Subj: SF, Other"
mdp.39015047709046,"Nunez, Elizabeth",Bruised hibiscus : a novel,,1994,Fiction|Historical fiction,Women|Fiction|Trinidad and Tobago|History|Friendship|20th century,1,Historical
nyp.33433082354204,"Hope, Laura Lee",The story of a nodding donkey,,1921,Juvenile audience|Fiction,Juvenile fiction|Toys,1,Subj: Juvenile B
nyp.33433076016728,,The juvenile keepsake : a gift book for young people,,1853,Juvenile audience|Fiction,,2,Juvenile B
pst.000059699521,,A Book of famous fairy tales,,1954,NotFiction,Fairy tales,1,Subj: Fairy tales B
